unnamed:_0,flight_number,origin_station_code,destination_station_code,scheduled_departure_date,arrival_delay_group,departure_delay_group,entity,verbatim_text,seat_factor_band,ques_verbatim_text,loyalty_program_level,fleet_type_description,fleet_usage,response_group,sentiments,transformed_text
3394,1830,EWX,SFX,2022-09-16,Delayed,Delayed,Domestic,"The cooked vegetable was so tough it impossible to cut, so I could not eat it [vegetable]. The polenta was delicious;. the chicken was average. I would have liked another soda.",0 to 70,Is there anything else you'd like to share about the food & beverage served on your flight from [CITY] to [CITY]?,non-elite,B777-200,Mainline,member,Neutral,cook veget tough imposs cut could eat veget polenta delici chicken averag would like anoth soda
3395,1017,IAX,CUX,2022-09-15,Early & Ontime,Early & Ontime,Latin,Do not thank you should be paying for lunch if the flight is at that time Raise the price of the fly by four dollars and give a free lunch like you used to.,90+,Is there anything else you'd like to share about the food & beverage served on your flight from [CITY] to [CITY]?,non-elite,B737-900,Mainline,member,Neutral,thank pay lunch flight time rais price fli four dollar give free lunch like use
3396,457,AUX,DEX,2022-09-16,Early & Ontime,Early & Ontime,Domestic,"No food offered. Not even peanuts. Which is fine, but why ask about food if you do not provide it [food]?.",80+,Is there anything else you'd like to share about the food & beverage served on your flight from [CITY] to [CITY]?,non-elite,A319-100,Mainline,member,Neutral,food offer even peanut fine ask food provid food
3397,1726,SFX,OGX,2022-09-16,Delayed,Early & Ontime,Domestic,The quality and portion size was poor.,0 to 70,Is there anything else you'd like to share about the food & beverage served on your flight from [CITY] to [CITY]?,non-elite,B777-200,Mainline,member,Neutral,qualiti portion size poor
3398,5499,TUX,ORX,2022-09-14,Early & Ontime,Early & Ontime,Domestic,I do not drink or eat when I fly.,80+,Is there anything else you'd like to share about the food & beverage served on your flight from [CITY] to [CITY]?,,CRJ-200,Express,non-member,Neutral,drink eat fli
3399,941,EWX,LHX,2022-09-16,Early & Ontime,Delayed,Atlantic,Business service was prompt and tailored to my request.,90+,Is there anything else you'd like to share about the food & beverage served on your flight from [CITY] to [CITY]?,,B767-300,Mainline,non-member,Neutral,busi servic prompt tailor request
3400,531,SDX,DEX,2022-09-16,Early & Ontime,Delayed,Domestic,,90+,Is there anything else you'd like to share about the food & beverage served on your flight from [CITY] to [CITY]?,non-elite,A319-100,Mainline,member,Neutral,
3401,1229,IAX,DEX,2022-09-16,Delayed,Early & Ontime,Domestic,Nope.,90+,Is there anything else you'd like to share about the food & beverage served on your flight from [CITY] to [CITY]?,,B777-200,Mainline,non-member,Neutral,nope
3402,264,LHX,DEX,2022-09-17,Delayed,Delayed,Atlantic,Need more fruits and vegetables options.,90+,Is there anything else you'd like to share about the food & beverage served on your flight from [CITY] to [CITY]?,premier 1k,B787-9,Mainline,member,Neutral,need fruit veget option
3403,264,LHX,DEX,2022-09-17,Delayed,Delayed,Atlantic,More choice of desserts.,90+,Is there anything else you'd like to share about the food & beverage served on your flight from [CITY] to [CITY]?,non-elite,B787-9,Mainline,member,Neutral,choic dessert
3404,264,LHX,DEX,2022-09-17,Delayed,Delayed,Atlantic,Main course was pretty average (soggy tortellini pasta). My buddy was in Business class. he got chicken curry. Chicken curry would have been much better than soggy pasta. Ice Cream was good.,90+,Is there anything else you'd like to share about the food & beverage served on your flight from [CITY] to [CITY]?,non-elite,B787-9,Mainline,member,Neutral,main cours pretti averag soggi tortellini pasta buddi busi class got chicken curri chicken curri would much better soggi pasta ice cream good
3405,148,LHX,EWX,2022-09-17,Early & Ontime,Early & Ontime,Atlantic,,80+,Is there anything else you'd like to share about the food & beverage served on your flight from [CITY] to [CITY]?,,B767-300,Mainline,non-member,Neutral,
3406,2411,LAX,IAX,2022-09-17,Early & Ontime,Early & Ontime,Domestic,I am happy I got a whole can of soda.,90+,Is there anything else you'd like to share about the food & beverage served on your flight from [CITY] to [CITY]?,,B777-200,Mainline,non-member,Neutral,happi got whole soda
3407,2624,SFX,OGX,2022-09-17,Delayed,Delayed,Domestic,No.,80+,Is there anything else you'd like to share about the food & beverage served on your flight from [CITY] to [CITY]?,non-elite,B737-MAX9,Mainline,member,Neutral,
3408,2303,ORX,BOX,2022-09-17,Early & Ontime,Early & Ontime,Domestic,,90+,Is there anything else you'd like to share about the food & beverage served on your flight from [CITY] to [CITY]?,premier gold,B737-900,Mainline,member,Neutral,
3409,1884,IAX,LAX,2022-09-14,Early & Ontime,Early & Ontime,Domestic,No.,90+,Is there anything else you'd like to share about the food & beverage served on your flight from [CITY] to [CITY]?,,B777-200,Mainline,non-member,Neutral,
3410,1698,ATX,EWX,2022-09-17,Early & Ontime,Delayed,Domestic,"Previous pretzels and/or a cookie was offered. Now it is nothing. And honestly, flight are getting more and more expensive. It is not fair that you take away the small amenities.",90+,Is there anything else you'd like to share about the food & beverage served on your flight from [CITY] to [CITY]?,non-elite,A320-200,Mainline,member,Neutral,previou pretzel cooki offer noth honestli flight get expens fair take away small amen
3411,3546,EWX,CMX,2022-09-17,Early & Ontime,Early & Ontime,Domestic,None.,90+,Is there anything else you'd like to share about the food & beverage served on your flight from [CITY] to [CITY]?,non-elite,ERJ-170,Express,member,Neutral,
3412,1142,HNX,SFX,2022-09-18,Early & Ontime,Early & Ontime,Domestic,Bravo for adding AHA to your beverage lineup. Soda is out..... How about adding Ice tea?.,90+,Is there anything else you'd like to share about the food & beverage served on your flight from [CITY] to [CITY]?,premier platinum,B777-200,Mainline,member,Neutral,bravo ad aha beverag lineup soda ad ice tea
3413,1142,HNX,SFX,2022-09-18,Early & Ontime,Early & Ontime,Domestic,Nothing. You should think more about warm food especially in long hour flights.,90+,Is there anything else you'd like to share about the food & beverage served on your flight from [CITY] to [CITY]?,non-elite,B777-200,Mainline,member,Neutral,noth think warm food especi long hour flight
3414,1142,HNX,SFX,2022-09-18,Early & Ontime,Early & Ontime,Domestic,Wine could be better.,90+,Is there anything else you'd like to share about the food & beverage served on your flight from [CITY] to [CITY]?,premier 1k,B777-200,Mainline,member,Neutral,wine could better
3415,5657,SUX,DEX,2022-09-18,Early & Ontime,Early & Ontime,Domestic,The cookies are awesome.,90+,Is there anything else you'd like to share about the food & beverage served on your flight from [CITY] to [CITY]?,,ERJ-175,Express,non-member,Neutral,cooki awesom
3416,1421,FLX,IAX,2022-09-16,Early & Ontime,Early & Ontime,Domestic,Peets coffee would be improvement.,90+,Is there anything else you'd like to share about the food & beverage served on your flight from [CITY] to [CITY]?,non-elite,B737-900,Mainline,member,Neutral,peet coffe would improv
3417,1650,IAX,BNX,2022-09-18,Early & Ontime,Early & Ontime,Domestic,No.,80+,Is there anything else you'd like to share about the food & beverage served on your flight from [CITY] to [CITY]?,premier gold,B737-MAX8,Mainline,member,Neutral,
3418,5729,RAX,ORX,2022-09-18,Early & Ontime,Early & Ontime,Domestic,No.,80+,Is there anything else you'd like to share about the food & beverage served on your flight from [CITY] to [CITY]?,,ERJ-175,Express,non-member,Neutral,
3419,846,ORX,GRX,2022-09-18,Delayed,Delayed,Latin,Very clear but I like bread and butter.,90+,Is there anything else you'd like to share about the food & beverage served on your flight from [CITY] to [CITY]?,non-elite,B787-9,Mainline,member,Neutral,clear like bread butter
3420,85,EWX,TLX,2022-09-18,Delayed,Delayed,Atlantic,Breakfast was very bad. The eggs looked terrible. The pancakes were dry. The fruit was good.,90+,Is there anything else you'd like to share about the food & beverage served on your flight from [CITY] to [CITY]?,premier gold,B787-10,Mainline,member,Neutral,breakfast bad egg look terribl pancak dri fruit good
3421,85,EWX,TLX,2022-09-18,Delayed,Delayed,Atlantic,the sourbet was not freezed.,90+,Is there anything else you'd like to share about the food & beverage served on your flight from [CITY] to [CITY]?,premier gold,B787-10,Mainline,member,Neutral,sourbet freez
3422,74,TLX,IAX,2022-09-20,Delayed,Delayed,Atlantic,Not bad for expect ions.,0 to 70,Is there anything else you'd like to share about the food & beverage served on your flight from [CITY] to [CITY]?,non-elite,B787-8,Mainline,member,Neutral,bad expect ion
3423,998,ACX,IAX,2022-09-19,Early & Ontime,Delayed,Atlantic,Thank you.,90+,Is there anything else you'd like to share about the food & beverage served on your flight from [CITY] to [CITY]?,non-elite,B787-8,Mainline,member,Neutral,thank
3424,998,ACX,IAX,2022-09-19,Early & Ontime,Delayed,Atlantic,Please add vegetarian meal for those of us that do not eat meat.,90+,Is there anything else you'd like to share about the food & beverage served on your flight from [CITY] to [CITY]?,non-elite,B787-8,Mainline,member,Neutral,pleas add vegetarian meal us eat meat
3425,2128,DEX,ATX,2022-09-20,Early & Ontime,Early & Ontime,Domestic,Thank you for the complementary drink.,90+,Is there anything else you'd like to share about the food & beverage served on your flight from [CITY] to [CITY]?,non-elite,B737-900,Mainline,member,Neutral,thank complementari drink
3426,2618,SFX,LAX,2022-09-20,Early & Ontime,Early & Ontime,Domestic,Salad quality was not good /fresh enough.,90+,Is there anything else you'd like to share about the food & beverage served on your flight from [CITY] to [CITY]?,non-elite,B737-900,Mainline,member,Neutral,salad qualiti good enough
3427,465,DEX,BUX,2022-09-19,Early & Ontime,Early & Ontime,Domestic,Portion size was small.,90+,Is there anything else you'd like to share about the food & beverage served on your flight from [CITY] to [CITY]?,,B737-800,Mainline,non-member,Neutral,portion size small
3428,668,IAX,LAX,2022-09-20,Early & Ontime,Early & Ontime,Domestic,Pretty much ok.,90+,Is there anything else you'd like to share about the food & beverage served on your flight from [CITY] to [CITY]?,premier gold,B737-900,Mainline,member,Neutral,pretti much ok
3429,314,DEX,IAX,2022-09-20,Early & Ontime,Early & Ontime,Domestic,The Burger was dry and not hot.,90+,Is there anything else you'd like to share about the food & beverage served on your flight from [CITY] to [CITY]?,premier platinum,B737-900,Mainline,member,Neutral,burger dri hot
3430,1040,AUX,EWX,2022-09-19,Early & Ontime,Early & Ontime,Latin,Just that the chicken was tough.,90+,Is there anything else you'd like to share about the food & beverage served on your flight from [CITY] to [CITY]?,non-elite,B737-900,Mainline,member,Negative,chicken tough
3431,1040,AUX,EWX,2022-09-19,Early & Ontime,Early & Ontime,Latin,,90+,Is there anything else you'd like to share about the food & beverage served on your flight from [CITY] to [CITY]?,non-elite,B737-900,Mainline,member,Neutral,
3432,3715,SYX,IAX,2022-09-19,Early & Ontime,Early & Ontime,Domestic,,0 to 70,Is there anything else you'd like to share about the food & beverage served on your flight from [CITY] to [CITY]?,,ERJ-170,Express,non-member,Neutral,
3433,1688,MSX,SFX,2022-09-20,Early & Ontime,Early & Ontime,Domestic,,70+,Is there anything else you'd like to share about the food & beverage served on your flight from [CITY] to [CITY]?,non-elite,A320-200,Mainline,member,Neutral,
3434,2130,SAX,IAX,2022-09-19,Early & Ontime,Early & Ontime,Domestic,No thanks.,80+,Is there anything else you'd like to share about the food & beverage served on your flight from [CITY] to [CITY]?,non-elite,B737-800,Mainline,member,Neutral,thank
3435,914,KEX,ORX,2022-09-19,Early & Ontime,Early & Ontime,Atlantic,The beer options were extremely limited and tasteless.,90+,Is there anything else you'd like to share about the food & beverage served on your flight from [CITY] to [CITY]?,non-elite,B757-200,Mainline,member,Neutral,beer option extrem limit tasteless
3436,1773,EWX,MYX,2022-09-18,Early & Ontime,Early & Ontime,Domestic,,0 to 70,Is there anything else you'd like to share about the food & beverage served on your flight from [CITY] to [CITY]?,premier silver,A320-200,Mainline,member,Negative,
3437,2233,IAX,FLX,2022-09-21,Early & Ontime,Early & Ontime,Domestic,NO.,90+,Is there anything else you'd like to share about the food & beverage served on your flight from [CITY] to [CITY]?,non-elite,B737-800,Mainline,member,Neutral,
3438,4417,EWX,ILX,2022-09-20,Early & Ontime,Delayed,Domestic,Food selection was terrible. I picked Cheese It is which were stale. I expected much better flying First Class even for a shortened flight.,80+,Is there anything else you'd like to share about the food & beverage served on your flight from [CITY] to [CITY]?,non-elite,CRJ-550,Express,member,Neutral,food select terribl pick chees stale expect much better fli first class even shorten flight
3439,706,DCX,IAX,2022-09-21,Early & Ontime,Early & Ontime,Domestic,,90+,Is there anything else you'd like to share about the food & beverage served on your flight from [CITY] to [CITY]?,premier gold,B737-700,Mainline,member,Neutral,
3440,1120,CHX,ORX,2022-09-21,Early & Ontime,Early & Ontime,Domestic,,80+,Is there anything else you'd like to share about the food & beverage served on your flight from [CITY] to [CITY]?,premier silver,A319-100,Mainline,member,Neutral,
3441,1120,CHX,ORX,2022-09-21,Early & Ontime,Early & Ontime,Domestic,,80+,Is there anything else you'd like to share about the food & beverage served on your flight from [CITY] to [CITY]?,non-elite,A319-100,Mainline,member,Neutral,
3442,676,IAX,MFX,2022-09-20,Early & Ontime,Early & Ontime,Domestic,I wish United offered Miller lite or bud light.,0 to 70,Is there anything else you'd like to share about the food & beverage served on your flight from [CITY] to [CITY]?,premier 1k,A319-100,Mainline,member,Neutral,wish unit offer miller lite bud light
3443,59,SFX,FRX,2022-09-21,Early & Ontime,Delayed,Atlantic,No regular beer on board.,70+,Is there anything else you'd like to share about the food & beverage served on your flight from [CITY] to [CITY]?,,B777-300,Mainline,non-member,Neutral,regular beer board
3444,1960,ANX,DEX,2022-09-21,Delayed,Delayed,Domestic,Excellent coffee and the new creamers are great. Way better than Starbucks in my opinion. Miss the biscuits with coffee. Maybe just out on my flight.,90+,Is there anything else you'd like to share about the food & beverage served on your flight from [CITY] to [CITY]?,non-elite,B737-800,Mainline,member,Neutral,excel coffe new creamer great way better starbuck opinion miss biscuit coffe mayb flight
3445,1836,EWX,MSX,2022-09-21,Early & Ontime,Early & Ontime,Domestic,Maybe offer a variety of chips.,90+,Is there anything else you'd like to share about the food & beverage served on your flight from [CITY] to [CITY]?,non-elite,A319-100,Mainline,member,Neutral,mayb offer varieti chip
3446,4633,AMX,IAX,2022-09-18,Early & Ontime,Early & Ontime,Domestic,Everything was fantastic!. Service was fast and easy!.,80+,Is there anything else you'd like to share about the food & beverage served on your flight from [CITY] to [CITY]?,,CRJ-200,Express,non-member,Neutral,everyth fantast servic fast easi
3447,1536,MSX,DEX,2022-09-19,Early & Ontime,Early & Ontime,Domestic,n/a.,90+,Is there anything else you'd like to share about the food & beverage served on your flight from [CITY] to [CITY]?,,A320-200,Mainline,non-member,Neutral,
3448,33,LAX,NRX,2022-09-22,Early & Ontime,Early & Ontime,Pacific,The food from LA to Narita was actually pretty good (both dinner and breakfast). The food from Narita to LA on United was not very good.,80+,Is there anything else you'd like to share about the food & beverage served on your flight from [CITY] to [CITY]?,non-elite,B787-9,Mainline,member,Neutral,
3449,2240,DEX,SFX,2022-09-22,Delayed,Delayed,Domestic,"It is GREAT to have a few more beverage options. I would like to see the return of a caffeine free low sugar soda though, like Fresca.",90+,Is there anything else you'd like to share about the food & beverage served on your flight from [CITY] to [CITY]?,premier platinum,B737-MAX9,Mainline,member,Neutral,great beverag option would like see return caffein free low sugar soda though like fresca
3450,1744,IAX,CVX,2022-09-22,Early & Ontime,Early & Ontime,Domestic,The food was great!!!. We would had the chicken before on a previous flight and did not love it but on this flight it was amazing (my Mom had it and let me taste it to point out the difference) and my meatball plate was awesome!!.,90+,Is there anything else you'd like to share about the food & beverage served on your flight from [CITY] to [CITY]?,non-elite,B737-900,Mainline,member,Neutral,food great would chicken previou flight love flight amaz mom let tast point differ meatbal plate awesom
3451,1448,SJX,IAX,2022-09-22,Early & Ontime,Early & Ontime,Latin,Very tasty.,90+,Is there anything else you'd like to share about the food & beverage served on your flight from [CITY] to [CITY]?,,B737-800,Mainline,non-member,Neutral,tasti
3452,1883,IAX,LAX,2022-09-22,Early & Ontime,Early & Ontime,Domestic,None.,90+,Is there anything else you'd like to share about the food & beverage served on your flight from [CITY] to [CITY]?,,B737-900,Mainline,non-member,Neutral,
3453,789,EWX,SFX,2022-09-23,Delayed,Delayed,Domestic,,90+,Is there anything else you'd like to share about the food & beverage served on your flight from [CITY] to [CITY]?,,B777-200,Mainline,non-member,Neutral,
3454,931,SFX,LHX,2022-09-23,Early & Ontime,Early & Ontime,Atlantic,The ice cream served was already melted by the time it [ice cream] reached our tray.,90+,Is there anything else you'd like to share about the food & beverage served on your flight from [CITY] to [CITY]?,non-elite,B787-9,Mainline,member,Neutral,ice cream serv alreadi melt time ice cream reach tray
3455,681,SAX,DEX,2022-09-23,Early & Ontime,Early & Ontime,Domestic,No.,90+,Is there anything else you'd like to share about the food & beverage served on your flight from [CITY] to [CITY]?,,A319-100,Mainline,non-member,Neutral,
3456,220,ORX,HNX,2022-09-23,Early & Ontime,Early & Ontime,Domestic,Beer.,90+,Is there anything else you'd like to share about the food & beverage served on your flight from [CITY] to [CITY]?,,B787-10,Mainline,non-member,Neutral,beer
3457,510,FCX,EWX,2022-09-23,Delayed,Delayed,Atlantic,,80+,Is there anything else you'd like to share about the food & beverage served on your flight from [CITY] to [CITY]?,non-elite,B777-200,Mainline,member,Neutral,
3458,925,IAX,LHX,2022-09-23,Delayed,Delayed,Atlantic,Always leave the can.,90+,Is there anything else you'd like to share about the food & beverage served on your flight from [CITY] to [CITY]?,premier gold,B767-300,Mainline,member,Neutral,alway leav
3459,925,IAX,LHX,2022-09-23,Delayed,Delayed,Atlantic,"I am Prem Econ would be good to have some kind of bubbles, or maybe a rose.",90+,Is there anything else you'd like to share about the food & beverage served on your flight from [CITY] to [CITY]?,premier 1k,B767-300,Mainline,member,Neutral,prem econ would good kind bubbl mayb rose
3460,397,HNX,SFX,2022-09-23,Early & Ontime,Delayed,Domestic,The drink hit the spot!.,90+,Is there anything else you'd like to share about the food & beverage served on your flight from [CITY] to [CITY]?,,B777-300,Mainline,non-member,Neutral,drink hit spot
3461,2374,LAX,KOX,2022-09-23,Early & Ontime,Early & Ontime,Domestic,,90+,Is there anything else you'd like to share about the food & beverage served on your flight from [CITY] to [CITY]?,non-elite,B737-MAX9,Mainline,member,Neutral,
3462,21,IAX,AMX,2022-09-23,Early & Ontime,Delayed,Atlantic,I would like a Vegan low fat choice.,90+,Is there anything else you'd like to share about the food & beverage served on your flight from [CITY] to [CITY]?,non-elite,B777-200,Mainline,member,Neutral,would like vegan low fat choic
3463,121,EWX,BCX,2022-09-23,Delayed,Delayed,Atlantic,Thank you for not having MSG and deveratives in the food.,90+,Is there anything else you'd like to share about the food & beverage served on your flight from [CITY] to [CITY]?,premier silver,B767-400,Mainline,member,Neutral,thank msg dever food
3464,1504,ORX,BOX,2022-09-24,Early & Ontime,Early & Ontime,Domestic,,0 to 70,Is there anything else you'd like to share about the food & beverage served on your flight from [CITY] to [CITY]?,,A320-200,Mainline,non-member,Neutral,good attend profession excel servic
3465,577,MIX,DEX,2022-09-24,Early & Ontime,Early & Ontime,Domestic,,90+,Is there anything else you'd like to share about the food & beverage served on your flight from [CITY] to [CITY]?,premier gold,A320-200,Mainline,member,Neutral,
3466,404,DEX,LAX,2022-09-24,Early & Ontime,Early & Ontime,Domestic,Liked the variety!.,80+,Is there anything else you'd like to share about the food & beverage served on your flight from [CITY] to [CITY]?,,B757-300,Mainline,non-member,Neutral,like varieti
3467,1758,PIX,DEX,2022-09-24,Delayed,Early & Ontime,Domestic,You need to give more verity for the deserts not only chocolate cookies.,80+,Is there anything else you'd like to share about the food & beverage served on your flight from [CITY] to [CITY]?,non-elite,B737-900,Mainline,member,Neutral,need give veriti desert chocol cooki
3468,1524,IAX,GUX,2022-09-24,Early & Ontime,Delayed,Latin,Wish pricing was better.,80+,Is there anything else you'd like to share about the food & beverage served on your flight from [CITY] to [CITY]?,non-elite,B737-800,Mainline,member,Neutral,wish price better
3469,901,LHX,SFX,2022-09-24,Delayed,Early & Ontime,Atlantic,Would be great to have more vegetarian/pescetarian options.,80+,Is there anything else you'd like to share about the food & beverage served on your flight from [CITY] to [CITY]?,premier 1k,B777-200,Mainline,member,Neutral,would great option
3470,1974,EWX,IAX,2022-09-24,Early & Ontime,Early & Ontime,Domestic,Good was very good.,90+,Is there anything else you'd like to share about the food & beverage served on your flight from [CITY] to [CITY]?,,B737-800,Mainline,non-member,Neutral,good good
3471,2653,SFX,BOX,2022-09-24,Early & Ontime,Early & Ontime,Domestic,I feel it has gone down since Covid.,90+,Is there anything else you'd like to share about the food & beverage served on your flight from [CITY] to [CITY]?,premier gold,B737-MAX9,Mainline,member,Neutral,feel gone sinc covid
3472,1712,SEX,DEX,2022-09-24,Early & Ontime,Early & Ontime,Domestic,Was delicious.,90+,Is there anything else you'd like to share about the food & beverage served on your flight from [CITY] to [CITY]?,,B737-800,Mainline,non-member,Neutral,delici
3473,1486,DEX,YVX,2022-09-25,Early & Ontime,Delayed,Domestic,,80+,Is there anything else you'd like to share about the food & beverage served on your flight from [CITY] to [CITY]?,non-elite,B737-800,Mainline,member,Neutral,
3474,1606,LAX,BWX,2022-09-24,Early & Ontime,Early & Ontime,Domestic,Biscoff and stroop waffles Should be on all flights!.,90+,Is there anything else you'd like to share about the food & beverage served on your flight from [CITY] to [CITY]?,non-elite,B737-MAX9,Mainline,member,Neutral,biscoff stroop waffl flight
3475,1606,LAX,BWX,2022-09-24,Early & Ontime,Early & Ontime,Domestic,,90+,Is there anything else you'd like to share about the food & beverage served on your flight from [CITY] to [CITY]?,non-elite,B737-MAX9,Mainline,member,Neutral,
3476,349,OGX,ORX,2022-09-25,Early & Ontime,Early & Ontime,Domestic,The protein bowl for breakfast was confusing and not to my liking at all - it was also my only option.,90+,Is there anything else you'd like to share about the food & beverage served on your flight from [CITY] to [CITY]?,non-elite,B787-8,Mainline,member,Neutral,protein bowl breakfast confus like also option
3477,1712,SEX,DEX,2022-09-25,Early & Ontime,Early & Ontime,Domestic,"If y'all ever get rid of those Biscoff cookies, it will be a sad day for United. Also giving me the entire can of soda goes a LONG way (and that is what happened on this flight). Previous attendants have split cans and that is frustrating.",90+,Is there anything else you'd like to share about the food & beverage served on your flight from [CITY] to [CITY]?,non-elite,B737-800,Mainline,member,Neutral,ever get rid biscoff cooki sad day unit also give entir soda goe long way happen flight previou attend split can frustrat
3478,2381,ORX,DEX,2022-09-25,Early & Ontime,Early & Ontime,Domestic,NA.,90+,Is there anything else you'd like to share about the food & beverage served on your flight from [CITY] to [CITY]?,,B737-800,Mainline,non-member,Neutral,
3479,80,EWX,NRX,2022-09-25,Delayed,Early & Ontime,Pacific,Second meal with breakfast options the waffles were not good and parts of them were hard. First meal and sandwich were alright!.,70+,Is there anything else you'd like to share about the food & beverage served on your flight from [CITY] to [CITY]?,premier silver,B777-200,Mainline,member,Neutral,second meal breakfast option waffl good part hard first meal sandwich alright
3480,425,IAX,SFX,2022-09-25,Early & Ontime,Early & Ontime,Domestic,Thanks.,80+,Is there anything else you'd like to share about the food & beverage served on your flight from [CITY] to [CITY]?,non-elite,B737-900,Mainline,member,Neutral,thank
3481,475,MEX,ORX,2022-09-24,Early & Ontime,Early & Ontime,Latin,The chicken is one of the best I have ever had in business class and the mashed potato is also good. It is on par with the meals served in Polaris Business Class.,90+,Is there anything else you'd like to share about the food & beverage served on your flight from [CITY] to [CITY]?,premier gold,A320-200,Mainline,member,Neutral,chicken one best ever busi class mash potato also good par meal serv polari busi class
3482,974,BRX,ORX,2022-09-25,Early & Ontime,Delayed,Atlantic,,90+,Is there anything else you'd like to share about the food & beverage served on your flight from [CITY] to [CITY]?,non-elite,B787-10,Mainline,member,Neutral,
3483,2352,SNX,SFX,2022-09-25,Early & Ontime,Delayed,Domestic,Was not offered water.,90+,Is there anything else you'd like to share about the food & beverage served on your flight from [CITY] to [CITY]?,non-elite,A320-200,Mainline,member,Neutral,offer water
3484,735,ORX,SNX,2022-09-25,Early & Ontime,Early & Ontime,Domestic,just would have liked the water to come around about every hour.,90+,Is there anything else you'd like to share about the food & beverage served on your flight from [CITY] to [CITY]?,premier gold,B737-700,Mainline,member,Neutral,would like water come around everi hour
3485,2003,SFX,IAX,2022-09-26,Early & Ontime,Early & Ontime,Domestic,At check-in we were not given the opportunity to select our meal. We are flying first class. We were given this opportunity on the first leg of our flight from Washington DC to San Francisco. When it came to meal service we were given a chicken and a plant-based concoction which was awful.,90+,Is there anything else you'd like to share about the food & beverage served on your flight from [CITY] to [CITY]?,premier silver,B737-900,Mainline,member,Neutral,given opportun select meal fli first class given opportun first leg flight washington dc san francisco came meal servic given chicken concoct aw
3486,2322,PHX,IAX,2022-09-26,Early & Ontime,Early & Ontime,Domestic,nice to have a breakfast service back.,90+,Is there anything else you'd like to share about the food & beverage served on your flight from [CITY] to [CITY]?,premier 1k,B737-MAX8,Mainline,member,Neutral,nice breakfast servic back
3487,1951,KOX,SFX,2022-09-26,Early & Ontime,Early & Ontime,Domestic,I wish the burger was available. The “desert” box had fairly small portions.,70+,Is there anything else you'd like to share about the food & beverage served on your flight from [CITY] to [CITY]?,non-elite,B757-300,Mainline,non-member,Neutral,wish burger avail desert box fairli small portion
3488,5940,DEX,GSX,2022-09-26,Early & Ontime,Early & Ontime,Domestic,Cookie with Carmel in the middle was great.,90+,Is there anything else you'd like to share about the food & beverage served on your flight from [CITY] to [CITY]?,,ERJ-175,Express,non-member,Neutral,cooki carmel middl great
3489,926,LHX,IAX,2022-09-26,Delayed,Early & Ontime,Atlantic,Pleasantly impressed with the food.,90+,Is there anything else you'd like to share about the food & beverage served on your flight from [CITY] to [CITY]?,,B767-300,Mainline,non-member,Neutral,pleasantli impress food
3490,1458,MFX,DEX,2022-09-26,Early & Ontime,Early & Ontime,Domestic,,0 to 70,Is there anything else you'd like to share about the food & beverage served on your flight from [CITY] to [CITY]?,non-elite,B737-800,Mainline,member,Neutral,come guy better smallest pretzel imagin
3491,115,PPX,SFX,2022-09-27,Early & Ontime,Early & Ontime,Pacific,Dinner was fine except hard bread roll. The breakfast pizza was pretty bad and not eaten.,80+,Is there anything else you'd like to share about the food & beverage served on your flight from [CITY] to [CITY]?,,B787-9,Mainline,non-member,Neutral,dinner fine except hard bread roll breakfast pizza pretti bad eaten
3492,1067,MEX,EWX,2022-09-26,Early & Ontime,Early & Ontime,Latin,Wish orange juice were 100% juice like juices on southwest flights.,80+,Is there anything else you'd like to share about the food & beverage served on your flight from [CITY] to [CITY]?,non-elite,B737-700,Mainline,member,Neutral,wish orang juic 100 juic like juic southwest flight
3493,466,DEX,DSX,2022-09-27,Delayed,Early & Ontime,Domestic,,90+,Is there anything else you'd like to share about the food & beverage served on your flight from [CITY] to [CITY]?,,A319-100,Mainline,non-member,Neutral,
3494,5421,ORX,LGX,2022-09-26,Delayed,Delayed,Domestic,You should offer the boxes to First class.,90+,Is there anything else you'd like to share about the food & beverage served on your flight from [CITY] to [CITY]?,premier 1k,ERJ-175,Express,member,Neutral,offer box first class
3495,1456,LGX,DEX,2022-09-27,Early & Ontime,Early & Ontime,Domestic,Food service is nothing special on these flights even in first class.,90+,Is there anything else you'd like to share about the food & beverage served on your flight from [CITY] to [CITY]?,premier platinum,B737-800,Mainline,member,Neutral,food servic noth special flight even first class
3496,1154,RDX,EWX,2022-09-28,Delayed,Delayed,Domestic,,90+,Is there anything else you'd like to share about the food & beverage served on your flight from [CITY] to [CITY]?,non-elite,A319-100,Mainline,member,Neutral,
3497,1512,RDX,SFX,2022-09-28,Early & Ontime,Early & Ontime,Domestic,What about offering a STROOPWAFFLE!. or those Biscotti cookies to go with the nice cup of tea that was served?.,90+,Is there anything else you'd like to share about the food & beverage served on your flight from [CITY] to [CITY]?,premier gold,A319-100,Mainline,member,Neutral,offer stroopwaffl biscotti cooki go nice cup tea serv
3498,1192,EWX,BNX,2022-09-27,Delayed,Early & Ontime,Domestic,Was very limited.,70+,Is there anything else you'd like to share about the food & beverage served on your flight from [CITY] to [CITY]?,,B737-900,Mainline,non-member,Neutral,limit
3499,1288,SFX,BOX,2022-09-28,Early & Ontime,Early & Ontime,Domestic,Would like more variety.,80+,Is there anything else you'd like to share about the food & beverage served on your flight from [CITY] to [CITY]?,premier silver,B737-MAX9,Mainline,member,Neutral,would like varieti
